ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Month,DayOfWeek,Is_Rush_Hour,Risk_Level
A-4555312,Source1,4,,2022-12-03 02:01:43.000000000,40.107816,-79.377507,40.025373,-79.089919,16.239,Incident on I-76 EB near PA-711 Road closed. Take alternate route.,Pennsylvania Tpke,Donegal,Westmoreland,PA,15628,US,US/Eastern,KLBE,2022-12-02 20:47:00,50.0,50.0,30.0,28.91,10.0,SSE,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,,,,0,High
A-5758546,Source1,2,2021-09-09 17:58:30,2021-09-09 18:22:04,40.755076,-73.183787,40.745106,-73.178191,0.7490000000000001,Stationary traffic on Southern State Pkwy E - Heckscher State Pkwy S from County Hwy-17 exit [43A] to exit [44E] due to accident.,Southern State Pkwy E,Islip Terrace,Suffolk,NY,11752,US,US/Eastern,KISP,2021-09-09 17:56:00,70.0,70.0,97.0,29.62,3.0,NNE,3.0,0.06,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,9.0,3.0,1,Medium
A-3709145,Source1,2,2021-12-30 16:12:00,2021-12-30 16:32:30,32.690233,-117.177426,32.685934,-117.179939,0.331,Stationary traffic on CA-75 from CA-75/4th St (Orange Ave) to Dana Pl (Orange Ave) due to accident., Orange Ave,Coronado,San Diego,CA,92118-2234,US,US/Pacific,KNZY,2021-12-30 15:52:00,62.0,62.0,72.0,29.77,10.0,S,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,16.0,12.0,3.0,1,Medium
A-2040919,Source2,2,2019-06-08 04:53:36,2019-06-08 05:54:16,33.385597,-111.925911,,,0.0,Accident on US-60 Eastbound at Exit 174 Rural Rd.,Superstition Fwy W,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,2019-06-08 04:51:00,79.0,79.0,22.0,28.62,10.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,4.0,6.0,5.0,0,Medium
A-3727611,Source1,2,2022-02-16 17:23:29,2022-02-16 20:56:13,28.575144,-81.476011,28.577504,-81.475996,0.163,Slow traffic on FL-438 - County Hwy-435 from Odessa Dr to Florence Ann Ct due to accident., N Hiawassee Rd,Orlando,Orange,FL,32818,US,US/Eastern,KORL,2022-02-16 16:53:00,77.0,77.0,54.0,30.18,10.0,E,17.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,17.0,2.0,2.0,1,Medium
A-5448269,Source1,2,2022-12-31 13:21:30,2022-12-31 13:47:30,34.178977,-81.325438,34.189453,-81.343622,1.267,Stationary traffic on I-26 W from Columbia Ave/Exit 91 (I-26) to SC-202/Exit 85 (I-26) due to accident.,I-26 W,Chapin,Lexington,SC,29036,US,US/Eastern,KFDW,2022-12-31 13:15:00,59.0,59.0,100.0,29.36,2.0,S,6.0,0.0,Light Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,12.0,5.0,0,Medium
A-6627005,Source1,4,2020-11-11 04:08:00,2020-11-11 06:25:52,38.962787,-77.18583199999998,38.963467,-77.178462,0.399,On VA-90005 in the County of Fairfax in the vicinity of the ramp from I-495N/S motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed.,,McLean,Fairfax,VA,22101,US,US/Eastern,KDCA,2020-11-11 04:22:00,66.0,66.0,93.0,30.04,10.0,S,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,4.0,11.0,2.0,0,High
A-1229137,Source2,4,2020-12-15 13:45:29,2020-12-15 15:23:04,47.831924,-122.262505,,,5.639999866485598,Toll lane blocked due to accident on I-405 Northbound between WA-527 and I-5 .,I-405 N,Lynnwood,Snohomish,WA,98037,US,US/Pacific,KPAE,2020-12-15 13:53:00,46.0,41.0,86.0,29.34,10.0,S,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,12.0,1.0,0,High
A-4359190,Source1,2,,2022-12-17 09:18:37.000000000,35.499075,-119.733982,35.499098,-119.721053,0.727,Incident on LERDO HWY near HOUSE 20202 Drive with caution., Lerdo Hwy,McKittrick,Kern,CA,93251,US,US/Pacific,KBFL,2022-12-17 07:54:00,37.0,33.0,100.0,29.62,0.0,ESE,5.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,,,,0,Medium
A-1329555,Source2,2,2020-10-07 11:51:33,2020-10-07 12:42:00,34.22979,-79.69928,,,0.0,Accident on Wildcat Rd at Old Marion Hwy.,E Old Marion Hwy,Florence,Florence,SC,29506-8511,US,US/Eastern,KFLO,2020-10-07 11:53:00,79.0,79.0,64.0,29.9,10.0,W,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,10.0,2.0,0,Medium
A-2220572,Source2,2,2019-03-15 08:56:58,2019-03-15 12:46:08,35.186901,-84.166687,,,0.0,Shoulder blocked due to accident on Joe Brown Hwy both ways at Caney Branch Rd.,Martin Rd,Murphy,Cherokee,NC,28906-5838,US,US/Eastern,KRHP,2019-03-15 09:00:00,59.9,,100.0,29.99,10.0,Calm,7.0,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,3.0,4.0,1,Medium
A-7014429,Source1,2,2020-05-07 07:24:51,2020-05-07 07:49:50,34.7698,-82.38725,34.7698,-82.38725,0.0,At US-25-BR/SC-291/Augusta Rd/Pecan - Accident.,Augusta Rd,Greenville,Greenville,SC,29605,US,US/Eastern,KGYH,2020-05-07 07:47:00,45.0,45.0,81.0,29.06,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,5.0,3.0,1,Medium
A-1471783,Source2,3,2020-05-16 13:52:13,2020-05-16 14:21:16,30.105556,-90.497162,,,0.0,Right lane blocked due to accident on I-10 Eastbound at Exit 206 LA-3188 Belle Terre Blvd.,I-10 W,LA Place,St. John the Baptist,LA,70068,US,US/Central,KMSY,2020-05-16 13:53:00,85.0,85.0,63.0,29.87,10.0,SSE,23.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,5.0,5.0,0,High
A-48170,Source2,3,2016-07-12 09:39:49,2016-07-12 10:18:00,33.948158,-117.301476,,,0.0,Accident on I-215 Southbound at Exit 30A CA-60.,Box Springs Rd,Riverside,Riverside,CA,92507,US,US/Pacific,KRAL,2016-07-12 09:53:00,68.0,,70.0,29.92,7.0,Calm,7.0,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,7.0,1.0,1,High
A-840029,Source2,3,2021-10-31 00:22:53,2021-10-31 00:52:32,37.357254,-122.11705,,,0.0,One lane blocked due to accident on I-280 Northbound at Exit 16 El Monte Rd.,I-280 N,Los Altos,Santa Clara,CA,94024,US,US/Pacific,KNUQ,2021-10-31 00:10:00,54.0,54.0,82.0,29.95,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,0.0,10.0,6.0,0,High
A-1245135,Source2,3,2020-12-01 16:24:04,2020-12-01 19:35:34,40.122707,-87.70973199999996,,,0.0,Lane blocked due to accident on I-74 Eastbound at Exit 210 US-150.,I-74 E,Oakwood,Vermilion,IL,61858,US,US/Central,KDNV,,64.0,,67.0,29.85,10.0,CALM,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,12.0,1.0,1,High
A-61836,Source2,2,2017-01-11 02:33:21,2017-01-11 03:17:44,33.968478999999995,-117.848892,,,0.01,Accident on CA-57 Southbound at Exit 14 Brea Canyon Cut Off Rd.,CA-57 N,Diamond Bar,Los Angeles,CA,91765,US,US/Pacific,KPOC,2017-01-11 06:47:00,53.6,,100.0,30.02,4.2,South,5.8,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2.0,1.0,2.0,0,Medium
A-4039257,Source1,2,2022-08-30 16:34:42,2022-08-30 17:49:44,38.344874,-77.487234,38.334421,-77.498178,0.935,Incident on I-95 SB near MM 145 Right shoulder closed.,I-95 S,Fredericksburg,Stafford,VA,22406,US,US/Eastern,KRMN,2022-08-30 16:35:00,79.0,79.0,66.0,29.67,5.0,W,16.0,0.0,T-Storm,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,8.0,1.0,1,Medium
A-5951540,Source1,2,2021-10-08 01:04:17,2021-10-08 02:22:19,47.169948,-113.478205,47.172105,-113.478523,0.15,Incident on MT-83 near MM 14 Drive with caution., MT Highway 83 N,Seeley Lake,Missoula,MT,59868,US,US/Mountain,KMSO,2021-10-08 00:53:00,38.0,38.0,73.0,26.71,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1.0,10.0,4.0,0,Medium
A-7642166,Source1,2,2017-12-01 06:29:37,2017-12-01 12:29:37,32.814718,-96.62819,32.82943,-96.63097,1.029,At I-30/Exit 8 - Accident.,LBJ Fwy N,Mesquite,Dallas,TX,75150,US,US/Central,KHQZ,2017-12-01 06:35:00,44.6,,87.0,30.22,10.0,Calm,7.0,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,6.0,12.0,4.0,0,Medium
A-7584201,Source1,2,2018-05-18 07:45:24,2018-05-18 13:45:24,40.73746,-73.97445,40.72986,-73.97235,0.536,At 20th St/23rd St/Exit 7 - Accident. Left lane blocked.,FDR Dr S,New York,New York,NY,10010,US,US/Eastern,KNYC,2018-05-18 07:46:00,64.4,,64.0,30.24,10.0,East,9.2,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,5.0,4.0,1,Medium
A-1866686,Source2,2,2019-09-19 17:33:41,2019-09-19 18:03:26,40.274101,-75.660461,,,0.0,Accident on Upland Square Dr at Sell Rd.,Sell Rd,Pottstown,Montgomery,PA,19464,US,US/Eastern,KPTW,2019-09-19 17:54:00,68.0,68.0,36.0,29.97,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,9.0,3.0,1,Medium
A-5521308,Source1,2,2021-03-16 05:57:30,2021-03-16 14:40:10,25.687893,-80.335616,25.690262,-80.333558,0.208,Stationary traffic on County Hwy-913 - FL-973 - FL-94 from SW 87th Ct to SW 85th St due to accident., SW 87th Ct,Miami,Miami-Dade,FL,33176-2205,US,US/Eastern,KTMB,2021-03-16 05:53:00,74.0,74.0,76.0,30.05,10.0,SE,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5.0,3.0,1.0,0,Medium
A-1683910,Source2,2,2019-12-30 08:05:03,2019-12-30 09:19:52,30.637039,-84.67439300000002,,,0.0,Accident on US-90 Blue Star Hwy at Hough Farm Rd.,Hough Farm Rd,Quincy,Gadsden,FL,32352-8000,US,US/Eastern,K2J9,2019-12-30 08:15:00,64.0,64.0,88.0,29.7,10.0,NW,6.0,0.0,Cloudy,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,8.0,12.0,0.0,1,Medium
A-1229331,Source2,2,2020-12-15 15:27:52,2020-12-15 16:27:33,34.062641,-118.248917,,,0.0,#3 lane blocked due to accident on CA-110 Southbound at US-101 .,CA-110 S,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2020-12-15 15:52:00,67.0,67.0,25.0,29.94,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,12.0,1.0,0,Medium
A-7008010,Source1,3,2020-05-02 16:54:04,2020-05-02 17:24:04,40.09518,-75.75796,40.117,-75.78376999999998,2.033,At Adams Dr/Adams Rd - Accident traffic being directed around accident area., Little Conestoga Rd,Glenmoore,Chester,PA,19343-1919,US,US/Eastern,KMQS,2020-05-02 16:55:00,66.0,66.0,37.0,29.29,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,16.0,5.0,5.0,1,High
A-969935,Source2,3,2021-07-13 05:36:16,2021-07-13 06:36:52,41.838356,-87.631027,,,0.0,Main roadway closed due to accident on I-90 Dan Ryan Express Lane outbound near 31st St. Traffic getting by using local lanes.,Dan Ryan Expy S,Chicago,Cook,IL,60616,US,US/Central,KMDW,2021-07-13 05:29:00,70.0,70.0,87.0,29.3,2.0,S,3.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5.0,7.0,1.0,0,High
A-7281502,Source1,2,2020-01-03 15:30:00,2020-01-03 17:03:00,43.5118,-93.48461,43.5118,-93.48461,0.0,At Iowa/Minnesota - Accident., Highway 69,Emmons,Freeborn,MN,56029-4137,US,US/Central,KAEL,2020-01-03 15:35:00,30.0,30.0,100.0,28.46,0.5,CALM,0.0,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,1.0,4.0,0,Medium
A-5440706,Source1,4,2022-03-23 15:16:30,2022-03-23 17:19:04,36.845787,-76.24306700000002,36.844366,-76.239809,0.205,On I-264 at mile marker 10.2 in the City of Norfolk near Ingleside motorists can expect delays due to a vehicle crash. All east lanes are closed.,I-264 E,Norfolk,Norfolk,VA,23502,US,US/Eastern,KORF,2022-03-23 14:59:00,70.0,70.0,61.0,29.99,10.0,SE,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,3.0,2.0,0,High
A-7034210,Source1,2,2020-05-17 16:58:00,2020-05-17 17:51:25,44.96499,-93.28723,44.96499,-93.28723,0.0,At Hennepin/Lyndale Ave/Exit 231 - Accident.,I-94 W,Minneapolis,Hennepin,MN,55403,US,US/Central,KMSP,2020-05-17 16:53:00,51.0,51.0,89.0,29.03,10.0,NNE,20.0,0.11,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5.0,6.0,1,Medium
A-1618513,Source2,2,2020-01-29 07:43:27,2020-01-29 08:13:13,30.182865000000003,-97.687622,,,0.0,Accident on US-183 Northbound at Burleson Rd.,US Highway 183 S,Austin,Travis,TX,78744,US,US/Central,KAUS,2020-01-29 07:53:00,46.0,41.0,68.0,29.5,10.0,NNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,True,True,False,Day,Day,Day,Day,7.0,1.0,2.0,1,Medium
A-4532718,Source1,2,2022-04-15 11:10:00,2022-04-15 14:00:00,32.22143053993119,-81.16925597152151,32.243000539931195,-81.1409059715215,2.229,Incident on I-95 NB near GA ST Expect long delays.,Tom Coleman Hwy,Port Wentworth,Chatham,GA,31407,US,US/Eastern,KSAV,2022-04-15 10:53:00,73.0,73.0,38.0,30.13,10.0,NE,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,4.0,4.0,0,Medium
A-4533668,Source1,2,2022-04-25 16:15:50,2022-04-25 18:41:45,25.926413,-80.141035,25.926202,-80.153676,0.7859999999999999,Stationary traffic on FL-826 from FL-A1A/Collins Ave (FL-826) to US-1/FL-5/Biscayne Blvd (FL-826) due to accident.,NE 163rd St,North Miami Beach,Miami-Dade,FL,33160,US,US/Eastern,KHWO,2022-04-25 15:53:00,83.0,83.0,53.0,30.08,10.0,E,14.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,16.0,4.0,0.0,1,Medium
A-2756929,Source2,2,2018-06-12 08:11:35,2018-06-12 08:41:24,35.62915800000001,-97.513779,,,0.0,Accident on Summer Oak Dr at Santa Fe Ave.,N Santa Fe Ave,Edmond,Oklahoma,OK,73013,US,US/Central,KPWA,2018-06-12 07:53:00,77.0,,74.0,29.84,10.0,South,15.0,0.0,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,8.0,6.0,1.0,1,Medium
A-4258008,Source1,2,2023-01-17 16:54:00,2023-01-17 18:09:36,28.52743,-82.551407,28.528556,-82.549149,0.158,Incident on CORTEZ BLVD near JULY AVE Expect delays.,July Ave,Spring Hill,Hernando,FL,34608,US,US/Eastern,KBKV,2023-01-17 16:53:00,72.0,72.0,53.0,29.94,10.0,S,9.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,16.0,1.0,1.0,1,Medium
A-3425767,Source1,3,2016-12-09 00:02:42,2016-12-09 06:02:42,32.79347,-96.72633,32.79476,-96.71929,0.418,At Ferguson Rd/Exit 50 - Accident.,I-30 E,Dallas,Dallas,TX,75228,US,US/Central,KDAL,2016-12-09 00:53:00,30.0,26.5,56.0,30.69,10.0,NNW,3.5,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,0.0,12.0,4.0,0,High
A-6114735,Source1,2,2021-05-07 17:57:00,2021-05-07 20:00:50,34.085203,-117.650908,34.085202,-117.650445,0.026,Incident on 6TH ST near EUCLID AVE Drive with caution., N Euclid Ave,Ontario,San Bernardino,CA,91762-1337,US,US/Pacific,KONT,2021-05-07 17:53:00,72.0,72.0,48.0,28.88,10.0,WSW,18.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,5.0,4.0,1,Medium
A-3376932,Source2,2,2017-08-15 09:14:30,2017-08-15 09:43:50,43.167435,-77.625381,,,0.0,Accident on Lake Ave at Jones Ave.,Ambrose St,Rochester,Monroe,NY,14608-1215,US,US/Eastern,KROC,2017-08-15 08:54:00,72.0,,76.0,29.88,10.0,WSW,8.1,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,9.0,8.0,1.0,1,Medium
A-3313749,Source2,3,2017-09-17 12:59:49,2017-09-17 13:41:58,34.072632,-118.058411,,,0.0,#1 lane blocked due to accident on I-10 Westbound at Exit 27 San Bernardino Fwy.,I-10 W,El Monte,Los Angeles,CA,91731,US,US/Pacific,KEMT,2017-09-17 12:45:00,78.8,,47.0,29.98,10.0,SSW,3.5,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12.0,9.0,6.0,0,High
A-3514048,Source1,2,2016-10-12 18:15:07,2016-10-13 00:15:07,33.461209999999994,-112.08822,33.46151,-112.07706,0.644,At 7th Ave/Exit 144 - Accident.,Pearl Harbor Memorial Highway,Phoenix,Maricopa,AZ,85007,US,US/Mountain,KPHX,2016-10-12 17:51:00,88.0,,11.0,29.82,10.0,WSW,4.6,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,18.0,10.0,2.0,1,Medium
A-4135055,Source1,2,2022-06-01 06:25:30,2022-06-01 13:13:30,34.070763,-117.957413,34.066161,-118.01737,3.446,Stationary traffic on I-10 W - San Bernardino Fwy W from W West Covina Pkwy/N Orange Ave/Pacific Ave (I-10) to Cogswell Rd (I-10) due to accident.,I-10 W,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,2022-06-01 06:18:00,61.0,61.0,81.0,29.76,10.0,E,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6.0,6.0,2.0,0,Medium
A-3009883,Source2,2,2018-02-13 11:20:24,2018-02-13 12:19:59,38.770092,-104.75811,,,0.0,Accident on Bradley Rd at CO-83 Academy Blvd.,Academy Blvd,Colorado Springs,El Paso,CO,80911,US,US/Mountain,KCOS,2018-02-13 10:54:00,41.0,38.0,62.0,30.22,10.0,East,4.6,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,2.0,1.0,0,Medium
A-5695299,Source1,2,2021-09-20 12:34:00,2021-09-20 14:46:33,34.008235,-117.311962,34.009199,-117.312593,0.076,Accident from Serpentine Dr / Pigeon Pass Rd to W Spring St / Blue Mountain Dr., Mt Vernon Ave,Riverside,Riverside,CA,92507,US,US/Pacific,KRAL,2021-09-20 12:53:00,86.0,86.0,28.0,29.04,10.0,W,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,12.0,9.0,0.0,0,Medium
A-6581614,Source1,2,2020-11-07 11:37:10,2020-11-07 13:14:39,29.770502,-95.177949,29.770547,-95.175802,0.129,Incident on I-10 EB near FREEPORT BLVD Expect long delays.,I-10 E,Houston,Harris,TX,77015,US,US/Central,KHOU,2020-11-07 11:53:00,80.0,80.0,48.0,29.97,10.0,E,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,11.0,11.0,5.0,0,Medium
A-88220,Source2,2,2016-08-10 16:30:57,2016-08-10 17:15:57,34.043171,-118.187057,,,0.0,Accident on Floral Dr near Rowan Ave.,N Rowan Ave,Los Angeles,Los Angeles,CA,90063-2234,US,US/Pacific,KCQT,2016-08-10 16:47:00,77.0,,56.0,29.87,10.0,Variable,3.5,0.0,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,16.0,8.0,2.0,1,Medium
A-6773883,Source1,2,2020-12-23 23:22:50,2020-12-24 02:23:04,44.28258,-94.808138,44.282561,-94.813393,0.26,Incident on US-14 near 320TH AVE Drive with caution., US Highway 14,Sleepy Eye,Brown,MN,56085,US,US/Central,KULM,2020-12-23 23:15:00,1.0,-24.0,85.0,28.7,1.0,NW,29.0,0.0,Light Snow / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,23.0,12.0,2.0,0,Medium
A-6340577,Source1,2,2021-02-07 22:38:06,2021-02-08 00:23:06,44.657408,-124.053249,44.655209,-124.053026,0.152,Incident on US-101 SB near MP 139 Drive with caution., N Coast Hwy,Newport,Lincoln,OR,97365-1707,US,US/Pacific,KONP,2021-02-07 22:35:00,39.0,39.0,93.0,30.02,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22.0,2.0,6.0,0,Medium
A-6869189,Source1,2,2020-11-09 23:50:00,2020-11-10 02:05:16,38.553911,-121.409064,38.552571,-121.414904,0.329,WB 50 JEO HOWE. B58-501N 3 AND 4 BLOCKED / FIRE 1097 [Shared],CA-16 W,Sacramento,Sacramento,CA,95826,US,US/Pacific,KMHR,2020-11-09 23:30:00,36.0,36.0,60.0,30.14,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,23.0,11.0,0.0,0,Medium
A-7690227,Source1,3,2017-08-02 16:23:51,2017-08-02 22:23:51,39.10498,-76.88701,39.08702,-76.89588,1.329,At MD-198/Exit 33 - Accident.,I-95 S,Laurel,Prince George's,MD,20707,US,US/Eastern,KFME,2017-08-02 16:30:00,80.6,,70.0,30.03,10.0,WSW,3.5,0.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,8.0,2.0,1,High
A-5885190,Source1,2,,2021-09-30 17:45:31.000000000,42.3478853700526,-71.22703671421421,42.3550553700526,-71.19164671421419,1.874,Incident on I-90 EB near EXIT 126 Expect long delays.,I-90 E,West Newton,Middlesex,MA,02465,US,US/Eastern,KBED,2021-09-30 16:51:00,59.0,59.0,62.0,29.9,10.0,W,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,,,,0,Medium
A-6544013,Source1,2,,2021-02-05 19:02:27.000000000,42.153543,-87.985049,42.153545,-87.984923,0.006,Incident on LAKE COOK RD near ARLINGTON HEIGHTS RD Expect delays.,N Arlington Heights Rd,Buffalo Grove,Cook,IL,60089,US,US/Central,KPWK,2021-02-05 15:52:00,15.0,1.0,61.0,29.03,10.0,W,13.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,,,,0,Medium
A-7035798,Source1,4,2020-05-18 18:02:53,2020-05-18 18:32:53,35.2996,-85.15103,35.27274,-85.15791,1.896,Closed between Dayton Pike (Soddy-Daisy) and TN-319 - Road closed due to accident.,TN-29,Soddy Daisy,Hamilton,TN,37379,US,US/Eastern,KCHA,2020-05-18 17:53:00,78.0,78.0,68.0,29.0,10.0,SE,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18.0,5.0,0.0,1,High
A-110999,Source2,3,2016-05-31 21:02:42,2016-05-31 21:32:42,33.924644,-118.209816,,,0.01,Accident on I-105 Eastbound at Exit 12 Long Beach Blvd.,I-105 E,Lynwood,Los Angeles,CA,90262,US,US/Pacific,KHHR,2016-05-31 20:53:00,63.0,,78.0,29.88,10.0,WSW,6.9,0.0,Overcast,False,False,False,False,False,False,True,False,True,False,False,False,False,Night,Night,Night,Day,21.0,5.0,1.0,0,High
A-4421996,Source1,2,,2022-08-06 04:50:40.000000000,40.42102933,-80.09431243,40.42464933,-80.11320243,1.025,Crash on I-376 westbound 1 miles west of Exit 64A: I-79 SOUTH - WASHINGTON. There is a lane restriction.,I-376,Carnegie,Allegheny,PA,15106,US,US/Eastern,KAGC,2022-08-06 01:28:00,70.0,70.0,93.0,28.85,2.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,,,,0,Medium
A-2756832,Source2,2,2018-06-12 13:35:56,2018-06-12 14:05:38,42.309475,-87.892433,,,0.0,Accident on IL-43 Waukegan Rd Southbound at IL-137 Buckley Rd.,W Buckley Rd,North Chicago,Lake,IL,60064,US,US/Central,KUGN,2018-06-12 13:55:00,70.0,,90.0,29.88,4.0,SE,8.1,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,13.0,6.0,1.0,0,Medium
A-4719284,Source1,2,,2022-10-15 16:46:33.000000000,40.705826,-73.470469,40.702279,-73.486144,0.857,Incident on SOUTHERN STATE PKWY near SOUTHERN STATE PKWY Drive with caution.,Southern State Pkwy W,Massapequa,Nassau,NY,11758,US,US/Eastern,KFRG,2022-10-15 13:53:00,67.0,67.0,54.0,29.9,10.0,S,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,,,,0,Medium
A-2979951,Source2,3,2018-03-30 13:29:26,2018-03-30 13:59:01,38.27565,-122.047577,,,0.0,Right hand shoulder blocked due to accident on I-80 Eastbound at Exit 47 Air Base Pkwy.,I-80 E,Fairfield,Solano,CA,94533,US,US/Pacific,KSUU,2018-03-30 13:58:00,75.2,,41.0,30.08,10.0,NE,6.9,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,3.0,4.0,0,High
